levelName,check,p,cost,deaths,lives,refers,dxc,dxb
 ¦       ¦           ¦   ¦--RifS-TB treatment                   ,0,1-ptltfu,c.iph.dh.rsATT,0,0,0,0,0
 ¦       ¦           ¦   ¦   ¦--Survives                        ,1,1-cfr_tx,0,0,1,0,0,0
 ¦       ¦           ¦   ¦   °--Dies                            ,1,cfr_tx,0,1,0,0,0,0
 ¦       ¦           ¦   °--No TB treatment                     ,0,ptltfu,0,0,0,0,0,0
 ¦       ¦           ¦       ¦--Survives                        ,1,1-cfr_notx,0,0,1,0,0,0
 ¦       ¦           ¦       °--Dies                            ,1,cfr_notx,0,1,0,0,0,0
 ¦       ¦           °--No TB diagnosed                         ,0,1-iph.dh7.ptbc,0,0,0,0,0,0
 ¦       ¦               °--No TB treatment                     ,0,1,0,0,0,0,0,0
 ¦       ¦                   ¦--Survives                        ,1,1-cfr_notx,0,0,1,0,0,0
 ¦       ¦                   °--Dies                            ,1,cfr_notx,0,1,0,0,0,0
 ¦       °--All other patients                                  ,0,1-dh.prsmptv*iph.dh.presumed,0,0,0,0,0,0
 ¦           °--No TB treatment                                 ,0,1,0,0,0,0,0,0
 ¦               ¦--Survives                                    ,1,1-cfr_notx,0,0,1,0,0,0
 ¦               °--Dies                                        ,1,cfr_notx,0,1,0,0,0,0
 °--Present at PHC                                              ,0,iph.p.phc,0,0,0,0,0,0
     °--Systematic TB screening                                 ,0,1,c.iph.phc.sassess,0,0,0,0,0
         ¦--Presumptive TB                                      ,0,phc.prsmptv*iph.phc.presumed,0,0,0,0,0,0
         ¦   °--Clinical exam + Xpert Ultra on NPA & stool      ,0,1,c.iph.phc.examxns,0,0,0,0,0
         ¦       ¦--TB diagnosed (bacteriological)              ,0,iph.phc.ptbxns,0,0,0,0,0,1
         ¦       ¦   ¦--RifS-TB diagnosed                       ,0,1-p.rr,0,0,0,0,0,0
         ¦       ¦   ¦   ¦--RifS-TB treatment                   ,0,1-ptltfu,c.iph.phc.rsATT,0,0,0,0,0
         ¦       ¦   ¦   ¦   ¦--Survives                        ,1,1-cfr_tx,0,0,1,0,0,0
         ¦       ¦   ¦   ¦   °--Dies                            ,1,cfr_tx,0,1,0,0,0,0
         ¦       ¦   ¦   °--No TB treatment                     ,0,ptltfu,0,0,0,0,0,0
         ¦       ¦   ¦       ¦--Survives                        ,1,1-cfr_notx,0,0,1,0,0,0
         ¦       ¦   ¦       °--Dies                            ,1,cfr_notx,0,1,0,0,0,0
         ¦       ¦   °--RifR-TB diagnosed                       ,0,p.rr,0,0,0,0,0,0
         ¦       ¦       ¦--RifR-TB treatment                   ,0,1-ptltfu,c.iph.phc.rrATT,0,0,0,0,0
         ¦       ¦       ¦   ¦--Survives                        ,1,1-cfr_tx,0,0,1,0,0,0
         ¦       ¦       ¦   °--Dies                            ,1,cfr_tx,0,1,0,0,0,0
         ¦       ¦       °--No TB treatment                     ,0,ptltfu,0,0,0,0,0,0
         ¦       ¦           ¦--Survives                        ,1,1-cfr_notx,0,0,1,0,0,0
         ¦       ¦           °--Dies                            ,1,cfr_notx,0,1,0,0,0,0
         ¦       ¦--TB diagnosed (clinical)                     ,0,iph.phc.ptbc*(1-iph.phc.ptbxns),0,0,0,0,1,0
         ¦       ¦   ¦--RifS-TB treatment                       ,0,1-ptltfu,c.iph.phc.rsATT,0,0,0,0,0
         ¦       ¦   ¦   ¦--Survives                            ,1,1-cfr_tx,0,0,1,0,0,0
         ¦       ¦   ¦   °--Dies                                ,1,cfr_tx,0,1,0,0,0,0
         ¦       ¦   °--No TB treatment                         ,0,ptltfu,0,0,0,0,0,0
         ¦       ¦       ¦--Survives                            ,1,1-cfr_notx,0,0,1,0,0,0
         ¦       ¦       °--Dies                                ,1,cfr_notx,0,1,0,0,0,0
         ¦       °--Reassessed at 7 days                        ,0,(1-iph.phc.ptbc)*(1-iph.phc.ptbxns),c.iph.phc.sreassess7,0,0,0,0,0
         ¦           ¦--Refer to DH                             ,0,iph.phc.referDH,0,0,0,1,0,0
         ¦           ¦   ¦--CXR                                 ,0,1-iph.rltfu,c.iph.dh.CXR,0,0,0,0,0
         ¦           ¦   ¦   ¦--TB diagnosed (clinical)         ,0,iph.dh.ptbcxr,0,0,0,0,1,0
         ¦           ¦   ¦   ¦   ¦--RifS-TB treatment           ,0,1-ptltfu,c.iph.dh.rsATT,0,0,0,0,0
         ¦           ¦   ¦   ¦   ¦   ¦--Survives                ,1,1-cfr_tx,0,0,1,0,0,0
         ¦           ¦   ¦   ¦   ¦   °--Dies                    ,1,cfr_tx,0,1,0,0,0,0
         ¦           ¦   ¦   ¦   °--No TB treatment             ,0,ptltfu,0,0,0,0,0,0
         ¦           ¦   ¦   ¦       ¦--Survives                ,1,1-cfr_notx,0,0,1,0,0,0
         ¦           ¦   ¦   ¦       °--Dies                    ,1,cfr_notx,0,1,0,0,0,0
         ¦           ¦   ¦   °--No TB diagnosed                 ,0,1-iph.dh.ptbcxr,0,0,0,0,0,0
         ¦           ¦   ¦       °--No TB treatment             ,0,1,0,0,0,0,0,0
         ¦           ¦   ¦           ¦--Survives                ,1,1-cfr_notx,0,0,1,0,0,0
         ¦           ¦   ¦           °--Dies                    ,1,cfr_notx,0,1,0,0,0,0
         ¦           ¦   °--Does not reach DH                   ,0,iph.rltfu,0,0,0,0,0,0
         ¦           ¦       °--No TB treatment                 ,0,1,0,0,0,0,0,0
         ¦           ¦           ¦--Survives                    ,1,1-cfr_notx,0,0,1,0,0,0
         ¦           ¦           °--Dies                        ,1,cfr_notx,0,1,0,0,0,0
         ¦           °--No TB diagnosed                         ,0,1-iph.phc.referDH,0,0,0,0,0,0
         ¦               °--No TB treatment                     ,0,1,0,0,0,0,0,0
         ¦                   ¦--Survives                        ,1,1-cfr_notx,0,0,1,0,0,0
         ¦                   °--Dies                            ,1,cfr_notx,0,1,0,0,0,0
         °--All other patients                                  ,0,1-phc.prsmptv*iph.phc.presumed,0,0,0,0,0,0
             °--No TB treatment                                 ,0,1,0,0,0,0,0,0
                 ¦--Survives                                    ,1,1-cfr_notx,0,0,1,0,0,0
                 °--Dies                                        ,1,cfr_notx,0,1,0,0,0,0
